"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"S100A4",-1.20288492384119,10.5547438433035,-11.0047134893495,4.18425168609025e-19,9.85831719620158e-17,32.9619011571926
"SNX10",-1.05468731433533,8.94147298393632,-10.9685149395082,5.03392321333496e-19,1.15560806484584e-16,32.7802502955308
"CMTM2",-1.78123213927075,7.54602429675687,-10.9555731508488,5.37795985974678e-19,1.19732250921252e-16,32.7152919256309
"NR3C2",1.0721320421408,10.0216939103671,10.951783025326,5.48310319197065e-19,1.19732250921252e-16,32.6962668630753
"CYP26B1",-2.51499677431412,6.85440201186907,-10.9400254136571,5.82255775091407e-19,1.22936297563439e-16,32.6372439276603
"MEGF9",-0.694443059853199,8.5337139663951,-10.9372915349169,5.90445749494903e-19,1.22936297563439e-16,32.6235190652763
"TMEM71",-1.4629935358204,7.58106436554483,-10.9189136342311,6.48577917611193e-19,1.31970865826659e-16,32.5312483948544
"TMEM154",-1.35211829632659,8.39093602543899,-10.7847826340394,1.28761386564246e-18,2.56177931979931e-16,31.857395317835
"SLC22A4",-1.07599312558474,7.16540099315969,-10.7738009513024,1.36201603147507e-18,2.65089772386876e-16,31.80219439641
"IL18RAP",-1.690940684244,7.43312811317791,-10.7655410653543,1.42080132613877e-18,2.70647537721711e-16,31.7606720630886
"LRRK2",-1.3212448689449,7.61095128561622,-10.7455559099325,1.57376180546417e-18,2.93539363423348e-16,31.6601968364921
"MMP1",-2.3236542482365,11.7353282156689,-10.6686683975355,2.33255534855679e-18,4.26191184400591e-16,31.2735172618355
"TYROBP",-1.11228120715943,10.1789718512351,-10.6620216253254,2.41328817945702e-18,4.32123381413575e-16,31.2400804327777
"GRAMD1A",-0.863797029761214,8.33150366824245,-10.6477799406437,2.59581390645215e-18,4.5569258636208e-16,31.1684324236007
"TLR2",-1.83147110213012,8.1200132727014,-10.6049116533419,3.23296527818631e-18,5.56629579530808e-16,30.952730269699
"DENND5A",-1.13633293296714,8.55924414753578,-10.5422679010018,4.45599244339732e-18,7.52726421617665e-16,30.6374274473963
"CXCR2",-2.44019714409977,8.42375286269033,-10.5325731473189,4.68288307689236e-18,7.76404670137357e-16,30.5886215916085
"FGR",-1.32338304257799,8.73776919908708,-10.5278938870087,4.79649612479477e-18,7.80782360096138e-16,30.56506412654
"FPR2",-2.00693853129344,7.4881424830415,-10.5096032094253,5.26769865543849e-18,8.42173322538229e-16,30.4729753832953
"TNC",-2.11004593532739,10.1078948017711,-10.5003312130431,5.52398538816391e-18,8.67653354039148e-16,30.426290109068
"TMEM45A",-1.23748020941745,8.46595297652389,-10.4444615560333,7.35511712184163e-18,1.13535109641117e-15,30.1449382200151
"PANK1",0.871928841409682,8.76956495087123,10.4168774154566,8.47205538140609e-18,1.28559850558862e-15,30.0060023814617
"ATP10B",0.719427436926316,11.5801525211972,10.4107623659518,8.74180540747478e-18,1.28874453770267e-15,29.9751999123769
"ELOVL6",1.159322582031,10.7945519045555,10.40989673648,8.78067874453957e-18,1.28874453770267e-15,29.9708395378668
"GADD45B",-1.14348496026904,9.30975648086862,-10.3920794772551,9.62037572608126e-18,1.38921328831622e-15,29.8810865417257
"DYSF",-1.02170045353045,8.67362366000608,-10.3867942810253,9.88457980941764e-18,1.4047086195828e-15,29.854461582065
"MMP3",-2.23718120429185,11.8856636491745,-10.3815285409595,1.0155032305653e-17,1.42059381613298e-15,29.8279340959754
"SAMSN1",-1.4109847269116,8.77542219628536,-10.3406108755565,1.25251738408084e-17,1.72519817533474e-15,29.6217834924475
"CLMP",-1.15881146169516,8.35873179170245,-10.3314448358582,1.31278484238891e-17,1.78081252937999e-15,29.5755992474958
"BRI3BP",0.404494931254372,10.8426322019615,10.2938644779324,1.59176540673074e-17,2.12702622185974e-15,29.3862314868831
"COL12A1",-2.02450101566535,9.74108286403416,-10.281671640787,1.69446510005707e-17,2.23096265306044e-15,29.3247869810338
"ICAM1",-1.4060845006704,9.77056799575779,-10.259524489092,1.89826542105527e-17,2.46306816155186e-15,29.2131733237471
"CREB5",-1.8344181629377,6.77507335332609,-10.2419705286686,2.07708245283213e-17,2.64822605814047e-15,29.1247029970104
"LDLRAD3",-1.00362822995519,7.84212822195296,-10.2398194483025,2.10012342374593e-17,2.64822605814047e-15,29.1138614807753
"IL24",-2.68196740960873,7.2513531752971,-10.2217358608776,2.30421617249205e-17,2.84469505567813e-15,29.0227173705734
"IL1R2",-1.19818727028613,10.3623887771366,-10.2192711772244,2.33352821417385e-17,2.84469505567813e-15,29.0102946798297
"MCEMP1",-2.0603325732753,7.82901721749896,-10.2177960122446,2.35125024148533e-17,2.84469505567813e-15,29.0028594049376
"NOX1",1.13623521536294,11.1472645685988,10.2005963513262,2.56809061864977e-17,3.06561537450285e-15,28.916166157605
"PDE4B",-1.5429978669914,9.38267263286152,-10.1851519913501,2.77979758866655e-17,3.27467471201732e-15,28.83831767322
"LILRB2",-1.53464489101649,8.47877242656988,-10.1743462804256,2.93821713747812e-17,3.41634519894046e-15,28.7838492585369
"SELPLG",-1.2167081704112,8.90726842264059,-10.1537050291392,3.26637099211426e-17,3.73584260343425e-15,28.6797998263249
"TNFAIP3",-1.2777654402704,9.98595615274113,-10.1519177299787,3.29645443618123e-17,3.73584260343425e-15,28.6707901499985
"FAP",-1.82243055388836,7.03351551567443,-10.1452906231305,3.41043981378716e-17,3.78441845094429e-15,28.637383046019
"RNF149",-0.701110481593278,11.1067825446882,-10.1445251819361,3.42385674663786e-17,3.78441845094429e-15,28.6335244509704
"BPGM",-0.574215591447317,7.86964924346642,-10.1142172103364,3.99977112560634e-17,4.32357617781719e-15,28.4807383054973
"CAV1",-1.10684107342433,9.6198419614546,-10.1138053826843,4.00822989789821e-17,4.32357617781719e-15,28.4786621898999
"THBD",-1.13926224353032,8.84686592381694,-10.1107976837334,4.0705517669436e-17,4.33852975826739e-15,28.4634996728638
"AQP9",-2.76439026318786,9.03129211407117,-10.0961235973987,4.38879302063716e-17,4.62268987220758e-15,28.3895233939538
"IL1RN",-1.99082893087984,10.8040635901029,-10.0760504286775,4.86481362976527e-17,5.06449725898704e-15,28.2883269649378
"ZFP36L1",-0.938906162863977,11.35404824836,-10.0619097950985,5.23083143573362e-17,5.34981211747643e-15,28.2170376203632
"FCER1G",-1.38538849923086,9.49561765671626,-10.0608855866469,5.25838787376215e-17,5.34981211747643e-15,28.2118740916216
"SOCS3",-1.42539412247337,8.66378353786804,-10.0566631645661,5.37353416018378e-17,5.40553385799162e-15,28.1905867870258
"ARRB2",-1.38434204421006,8.75892584178801,-10.0353131382449,5.99552902768839e-17,5.96421904276601e-15,28.0829499864223
"WISP1",-1.08810477089822,7.22466300076011,-9.96295989210031,8.69025477269486e-17,8.54987373405902e-15,27.7181743660495
"ALOX5AP",-1.53610905562367,9.69496701597125,-9.957660923143,8.92973980076619e-17,8.68999569959345e-15,27.6914591981357
"RAI14",-1.15298718777663,8.45479909837684,-9.88891733207658,1.2705739187869e-16,1.22316648332248e-14,27.3448904797221
"MX2",-1.09674393670262,8.75476240899564,-9.88324240833566,1.30810740491287e-16,1.24129901746688e-14,27.316281445019
"NXPE1",1.21211675084877,9.94805900477683,9.88190125056733,1.31713846374794e-16,1.24129901746688e-14,27.3095202833867
"COL7A1",-1.2685941844047,8.31711421504717,-9.85454437524763,1.51558475992679e-16,1.41344066204422e-14,27.1716088994509
"HLX",-1.0843142288663,7.75443510811497,-9.84234825346088,1.61343527213056e-16,1.48918412282318e-14,27.1101275575176
"P2RY13",-1.59558142126368,7.60537261906351,-9.79021108782108,2.10814638150264e-16,1.92594230138705e-14,26.8473157916484
"TLR1",-1.4489299264066,7.52178605029739,-9.77634753845804,2.26351680282991e-16,2.04699655916527e-14,26.7774373963816
"MGAM",-2.25425893547935,6.94613018093718,-9.77347493614713,2.29711498606986e-16,2.05660704702834e-14,26.7629584902179
"FNBP1L",0.597115619688059,10.0295896575979,9.74526030025353,2.65479902992244e-16,2.35330848662333e-14,26.6207523749811
"CXCL8",-2.0540676723481,12.0647278363017,-9.74168558217707,2.70392199351138e-16,2.37335427528504e-14,26.6027359781611
"DHCR24",0.668072550108073,10.7746489532776,9.72233434987843,2.98604875479326e-16,2.59554315550136e-14,26.5052098293941
"AHR",-0.636870056150312,10.3784400135085,-9.66643373865841,3.97737814952047e-16,3.42398717044777e-14,26.2235147611643
"CCR1",-1.23216378238494,8.68690514603826,-9.64859872838324,4.35826923803389e-16,3.68898272556029e-14,26.1336516015786
"FBXL5",-0.498895746103734,10.8698629095793,-9.64818116813216,4.36761050943138e-16,3.68898272556029e-14,26.131547760652
"GK3P",-1.0040417008492,8.63452592379616,-9.63078858737061,4.77500144957705e-16,3.99538205402461e-14,26.0439197334403
"VCAN",-1.19831242995492,8.60601518625904,-9.5813468116781,6.15257067803354e-16,5.10036715559577e-14,25.7948539921046
"IL11",-3.16275653953692,7.30037335861485,-9.55070476053148,7.19897928991708e-16,5.87068537031408e-14,25.6405204103269
"ATP9A",0.716862578429482,9.38596146835552,9.55032651492563,7.21294974572264e-16,5.87068537031408e-14,25.6386154566056
"COL4A1",-0.991674681004406,10.9907335901787,-9.54412927817995,7.44574020067748e-16,5.98511023793922e-14,25.607404892339
"CHST2",-1.08194053341626,8.92011160978281,-9.54304492696589,7.48723720148769e-16,5.98511023793922e-14,25.6019439737945
"LCP2",-1.44745038772722,9.66905255001282,-9.532805274135,7.89067193272107e-16,6.25178635519042e-14,25.5503773551884
"VNN2",-2.17451380358995,8.45398097154104,-9.5245832653628,8.23027882691627e-16,6.46365669626152e-14,25.5089734805543
"PXDN",-1.0309997089921,9.65270973229894,-9.51642434354527,8.58171324919379e-16,6.68105032348104e-14,25.4678890406909
"S100A12",-2.75314611212286,8.78124741854627,-9.5107718750193,8.83393872280242e-16,6.77805073592776e-14,25.4394269411119
"GPR84",-2.16551298952528,6.78788660582468,-9.51017663876067,8.86092675602498e-16,6.77805073592776e-14,25.4364297742205
"TIMP1",-0.899379796251152,12.7460617252457,-9.50858646408197,8.93342998815454e-16,6.77805073592776e-14,25.4284228846821
"SERPINH1",-1.12857003413704,9.31683732494209,-9.48741463668049,9.95716287162236e-16,7.49130077223823e-14,25.321824558634
"CHN1",-1.29029178069477,8.07670393830835,-9.46902309862075,1.0941111077611e-15,8.16298062315429e-14,25.2292350427288
"ITM2C",0.695524209565509,12.9435166439453,9.46069800421978,1.14178824983429e-15,8.44828942212098e-14,25.1873268225488
"CTSL",-0.814253331969463,10.4057201359097,-9.45182865449167,1.19486770195311e-15,8.76856601277554e-14,25.1426811264376
"THEMIS2",-1.02537258368873,8.66872367265946,-9.43917506487774,1.27488886281789e-15,9.27973982829965e-14,25.0789908441741
"CSF3",-2.99362566061489,6.49178351171789,-9.42833975082898,1.34765222523794e-15,9.73026642948007e-14,25.0244566022747
"HCAR3",-2.77005089117974,9.94384802585673,-9.42500978065935,1.37083686244331e-15,9.79674916276169e-14,25.0076975792618
"CSF2RB",-1.3680155863776,10.3692579335234,-9.4238868028221,1.37874499554113e-15,9.79674916276169e-14,25.00204595379
"PTEN",-0.472121286308541,10.1770683016031,-9.41080995874316,1.47425793300212e-15,1.03929380111559e-13,24.9362369597046
"COL15A1",-1.31464449872437,10.1491224796061,-9.38405261424087,1.69078454578394e-15,1.18262453425028e-13,24.8015988217725
"GFPT2",-1.32096610963737,7.24623076136688,-9.37346963779707,1.78494423381833e-15,1.23880664537794e-13,24.7483539727676
"CHST15",-1.12693752895514,9.30351616374442,-9.37117912161021,1.80600321387134e-15,1.24378052106078e-13,24.7368304939296
"XPO6",-0.672070831164265,10.2144027768232,-9.361557037176,1.89721348769286e-15,1.28767915693215e-13,24.688424282082
"CXCL6",-2.05146632249701,9.61152606007576,-9.3614235641509,1.89851054076895e-15,1.28767915693215e-13,24.6877528372475
"GLA",-0.571381025725785,9.1352160956152,-9.3394120866677,2.12499171756995e-15,1.43045495093261e-13,24.5770315521263
"SPHK1",-1.08175711479995,7.81002471690971,-9.3352874451045,2.1703406340991e-15,1.45007908187233e-13,24.5562859371557
"PLAU",-1.27109248237981,10.1911082769698,-9.32248025356086,2.31740293315731e-15,1.53686729337462e-13,24.4918740070859
"S100A9",-2.13569308215572,11.2865391926641,-9.31147029642585,2.45175725723393e-15,1.60457534164298e-13,24.4365060527377
"CHSY1",-0.768706362818012,9.86048823737092,-9.31118481195116,2.45534258689924e-15,1.60457534164298e-13,24.435070443195
"IL7R",-1.40337088911461,9.61959157602618,-9.29255757417327,2.70095484493643e-15,1.7522933859939e-13,24.3414070353257
"CLMN",0.795604519208542,9.40042905984124,9.29092301378255,2.72364443650883e-15,1.75430134101177e-13,24.3331886323251
"SOD2",-0.902401487361038,11.1751690932768,-9.27601177678102,2.93961964607959e-15,1.8798867636679e-13,24.2582214836137
"FAM65B",-1.36163469175709,7.82947921278599,-9.22027706561301,3.90957837731391e-15,2.48244363206322e-13,23.9780951579689
"BCL6",-1.3587341805976,10.0160232390406,-9.19890779047886,4.36110285734154e-15,2.74964463956189e-13,23.8707282637441
"DCN",-1.26741395308291,11.3245995447544,-9.13931316795352,5.91459032187381e-15,3.68411021226032e-13,23.5714175212012
"HDAC1",0.312190473707146,12.1885517284886,9.13895195356777,5.92552072562813e-15,3.68411021226032e-13,23.5696038725268
"COL4A2",-1.04491490701156,10.6025451968732,-9.10849213035669,6.92363328834012e-15,4.27498543658684e-13,23.41668978582
"ASS1",0.60903162798139,13.0620486919648,9.10522686848753,7.0401249139797e-15,4.31713961334659e-13,23.4003004028082
"CSGALNACT2",-0.817670788518781,9.21229584535436,-9.10362765252505,7.09789027397047e-15,4.31972962357244e-13,23.3922736360486
"AKR1B1",-1.15269474158767,10.1266115157916,-9.10244682327683,7.14084646809696e-15,4.31972962357244e-13,23.3863469176602
"BSPRY",0.716543760177647,8.66664096236574,9.08825749412547,7.67777414154868e-15,4.613363214046e-13,23.3151348225559
"ZYX",-0.793330490946029,9.77847885853715,-9.0781379181015,8.08514215604316e-15,4.82575184820363e-13,23.2643542259114
"ZNF281",-0.518429498658384,8.58604075049657,-9.06497649058682,8.64740060045671e-15,5.11709274818563e-13,23.1983177948054
"ACTN1",-0.562168641355159,11.6532118725418,-9.06406916386775,8.68756950434732e-15,5.11709274818563e-13,23.1937657052483
"COL5A2",-1.0595977192101,9.83994544498461,-9.04694351949033,9.481661673153e-15,5.54832136991757e-13,23.1078543583992
"SLC7A7",-0.804352484551783,9.0984649588166,-9.04470537042692,9.59065725920319e-15,5.57565937932767e-13,23.0966278288188
"SATB2",1.08510154762834,10.2419341497327,9.0214309576454,1.08009275771114e-14,6.238755135347e-13,22.9799006105933
"SCNN1A",0.917180628753401,11.5359153887669,9.01819599237965,1.09807959040157e-14,6.30199139286232e-13,22.9636788985677
"COL3A1",-1.11452768998025,12.1630428974559,-9.00562995650547,1.17082949896843e-14,6.67671114921294e-13,22.9006724200942
"MSRB1",-0.751032354075059,10.3205461665554,-8.989214324681,1.27315890718102e-14,7.18581025083562e-13,22.8183780863325
"MLKL",-0.560034959699578,9.9324861642411,-8.98875338963875,1.27615752248728e-14,7.18581025083562e-13,22.8160675748626
"FAM20C",-1.0085364928856,8.7547026049004,-8.97929755752785,1.33925161971699e-14,7.4939498445789e-13,22.7686715322412
"PLEK",-1.84668857913134,9.38857631101906,-8.95345953261634,1.52798183500854e-14,8.48311717528349e-13,22.639190076398
"IGSF6",-1.22261835359826,8.80737471867078,-8.95237012250558,1.53649768163199e-14,8.48311717528349e-13,22.6337316570045
"ACPP",0.970043464486297,8.1299439494895,8.95135794336221,1.54445225016331e-14,8.48311717528349e-13,22.628660265419
"NINJ1",-0.819162989616692,8.90410684388259,-8.94837260094746,1.56815372958164e-14,8.56078069569784e-13,22.613702973232
"LGALS1",-0.960667567720077,11.8165733089998,-8.94176841743375,1.62188353148089e-14,8.80043833778693e-13,22.5806164126759
"BASP1",-1.47892515889721,10.8750775291145,-8.93826454085638,1.65113186692765e-14,8.90517084614655e-13,22.5630633300948
"NEO1",0.621627605256115,9.79724783918427,8.92987218711214,1.72334386570024e-14,9.23898061653549e-13,22.5210240447632
"ZNF267",-0.668607451131071,9.00549473360691,-8.92179332765517,1.79583302342079e-14,9.57029348731329e-13,22.480559422053
"MBOAT1",0.661031668683756,9.41340964372734,8.91977470639839,1.81441557631088e-14,9.6048721602268e-13,22.4704494063047
"MSN",-0.990964239628954,11.1488362772222,-8.91876548852989,1.82377780323752e-14,9.6048721602268e-13,22.4653949627037
"TNFRSF11B",-1.67526179347577,8.78735795718701,-8.90908935064522,1.91602305141885e-14,1.00316692276918e-12,22.4169375632963
"ANGPTL2",-1.09999253493464,9.28249682726745,-8.89420910598973,2.06704373349534e-14,1.07594433406882e-12,22.3424304584213
"PROK2",-2.74171551027705,8.71575433748323,-8.88853766199897,2.12767953035259e-14,1.10110490377149e-12,22.3140367791389
"NAMPT",-1.41614911159381,10.7475466881394,-8.88396489013677,2.17785855397125e-14,1.1205958410175e-12,22.2911451031512
"TFPI",-1.05468604156138,7.01679809778973,-8.86560438346573,2.3915053512176e-14,1.22349413768292e-12,22.199245222529
"GPR137B",-0.733652702922685,9.40398766230294,-8.81523420923525,3.09113960494815e-14,1.57244164108527e-12,21.9472482119069
"NFKBIA",-0.733351819572871,12.0303783452526,-8.81012190262633,3.17267660746716e-14,1.60480077212732e-12,21.9216820031845
"ATP6V1B2",-0.51685260049519,10.8139927762628,-8.8008133722347,3.32668770649865e-14,1.67324915934171e-12,21.8751357485665
"NCF4",-0.952323023557138,9.01159269274724,-8.79838570538635,3.36806528053861e-14,1.68459712048392e-12,21.8629975228425
"CCNL1",-0.667835880885967,9.93241103205506,-8.79088282474515,3.49921815098254e-14,1.74047222809704e-12,21.8254862131198
"RBMS1",-1.05231458081166,8.70310376088944,-8.76145848717537,4.0646032006231e-14,2.01051892017562e-12,21.6784173953877
"ASAP1",-0.799050674974138,8.23495221359244,-8.75732807445035,4.15094467582097e-14,2.04194547706732e-12,21.657778018596
"LY96",-1.28229859219618,9.68816878035699,-8.75172546480483,4.27099088697133e-14,2.08951810989368e-12,21.6297842767004
"ATG16L2",-0.831673795993699,7.88145121325923,-8.74778103130232,4.35757834765674e-14,2.12029342100928e-12,21.6100771563254
"RNF144B",-1.03008702803513,8.86916864303157,-8.73445548458686,4.66325181704477e-14,2.25676181178388e-12,21.5435092114936
"PXDC1",-0.611308307344576,8.29821122725548,-8.73160489322571,4.73136771418783e-14,2.2774158680174e-12,21.5292708502538
"THBS2",-2.03830251441494,7.88824304995917,-8.71632820320264,5.11367549050352e-14,2.44827468804695e-12,21.4529765699553
"TNFRSF11A",0.608345702570115,8.86888466088814,8.69995231047203,5.55775460294112e-14,2.64673281702829e-12,21.3712134082299
"OLFML2B",-0.894476033653006,7.44266243603791,-8.69162388620475,5.79814846225661e-14,2.74660440119489e-12,21.3296387598329
"GNAI2",-0.784217155021106,9.58486578834344,-8.69029772000137,5.83737269137678e-14,2.75063145820507e-12,21.3230191949174
"TWIST1",-1.35396736744957,7.51193868205357,-8.67403425522989,6.34046836852668e-14,2.97205305253504e-12,21.241851790826
"IL6",-2.20886946442325,8.38238722844708,-8.67263190024701,6.38582220495932e-14,2.97772219796879e-12,21.2348539671545
"DUSP1",-1.11034506894891,12.3140244051986,-8.66889348684106,6.50831356750016e-14,3.01911561501704e-12,21.2161998910321
"RAB31",-1.08723835238128,10.2948057216872,-8.65422419403338,7.01201444238672e-14,3.23600852075713e-12,21.1430138012896
"SLA",-1.093933832406,8.6812571437988,-8.63587084185612,7.69727901021841e-14,3.53403789633259e-12,21.0514733330079
"MME",-1.37498183149317,7.54263416546867,-8.62092058727661,8.30451837929996e-14,3.79338535968738e-12,20.976927757279
"CD44",-0.861376650162561,9.94288264177754,-8.6146906845073,8.57144455405224e-14,3.89543873565633e-12,20.9458696865548
"HSD11B2",1.4734404108532,10.1529003395919,8.61165790687838,8.70446488677885e-14,3.93591283491571e-12,20.9307515417008
"GLIS3",-1.55608722712677,6.82593572767844,-8.58946735576479,9.74244426315237e-14,4.38312077829162e-12,20.8201581731899
"LUM",-1.03619001172225,11.9104350434055,-8.57642906797658,1.04089396056443e-13,4.64176236937548e-12,20.75519837791
"CCL28",1.0225335194959,9.12695244329896,8.57620043589444,1.04210235255721e-13,4.64176236937548e-12,20.7540594160956
"DHCR7",0.693114843985243,8.76277536378401,8.56763217568519,1.08841063553076e-13,4.82402991084502e-12,20.7113788784057
"S100A8",-2.08929787455386,12.2829357909536,-8.56462608578226,1.10513882856226e-13,4.87404331631426e-12,20.6964064132126
"PTP4A3",-1.42432450780382,8.14249335478202,-8.55537451921762,1.15824648631093e-13,5.08322587840284e-12,20.65033222002
"GPR65",-1.08245595230905,8.15412069322476,-8.54809537138113,1.20181335415624e-13,5.24869998037114e-12,20.6140865022959
"BICC1",-1.11150464608052,7.30281486626756,-8.53282292793482,1.2986013975839e-13,5.64387296726632e-12,20.5380550252379
"CDC42SE1",-0.625475650819654,10.3328960755098,-8.52922356210701,1.32252070515723e-13,5.72006177452788e-12,20.5201393181823
"TMEM158",-1.08458766976045,9.67456766452417,-8.50952082154395,1.46144853732602e-13,6.29055228590378e-12,20.4220913558347
"ICAM3",-0.957145556883821,10.166419625518,-8.49192744054639,1.59774504581778e-13,6.84431167234763e-12,20.3345716647264
"PPP1R14C",1.43927132664346,7.94298677099473,8.48581268692385,1.64802395862249e-13,7.02607547692721e-12,20.3041603348226
"MSL3",-0.665917005329023,9.50216132737225,-8.4813212693745,1.68595635526379e-13,7.15372855387522e-12,20.2818248805863
"CD93",-0.954757467741171,8.47779377495206,-8.47573649559231,1.73433827612446e-13,7.32430688025581e-12,20.2540550062122
"RGS3",-0.597667847748911,8.90572631301857,-8.47103247076902,1.77616178074573e-13,7.46571663052417e-12,20.2306669666662
"AIM2",-1.22905520130225,8.40371191745442,-8.46168065272779,1.86231694868892e-13,7.79127272972521e-12,20.1841769529112
"NPL",-0.722745356634391,7.62546706646287,-8.45996355596613,1.87858256845489e-13,7.82276731877984e-12,20.1756418162873
"MR1",-0.714221236398836,7.10279319851226,-8.44928434789673,1.98296995939231e-13,8.21922687335156e-12,20.1225654995926
"EVI2B",-0.977209696665454,10.5306359738526,-8.44404435645368,2.03628371746534e-13,8.40131249883282e-12,20.0965265983512
"SELE",-2.24937632220402,8.34456384283332,-8.44178736223241,2.05968506147059e-13,8.4588808969478e-12,20.0853118492579
"FFAR2",-1.87801242513362,8.04344267801306,-8.43112435519382,2.17391772047003e-13,8.88725358509962e-12,20.0323355363226
"STC1",-1.50764124321401,8.70032399500621,-8.42062093074622,2.29260874528737e-13,9.32987549843537e-12,19.9801633728725
"RILPL2",-0.78915888063515,8.63146880555244,-8.41939446455299,2.306882393907e-13,9.34548329079157e-12,19.974072057985
"GNLY",-1.62435730454864,7.05086718201047,-8.41511271854044,2.35741108391573e-13,9.50716280824212e-12,19.9528077314993
"RNF13",-0.449266970254941,10.7462357964139,-8.4098983304778,2.42043703223568e-13,9.7175662554287e-12,19.9269141987526
"GMFG",-1.17048328195189,9.30385916537618,-8.38142343677931,2.79541459230034e-13,1.11729226986004e-11,19.7855638744895
"LRRC25",-1.5868275495614,6.62439453979269,-8.37157784155207,2.93809972190658e-13,1.1691025248991e-11,19.7367098510402
"TMEM54",0.803057757349726,12.2490779429275,8.36167037293934,3.08900394119936e-13,1.22371027812203e-11,19.6875592281745
"CDX2",1.64236117245242,8.12728358367634,8.35670716931969,3.16747799895722e-13,1.24927006716582e-11,19.662940893007
"FRYL",0.54381148261814,9.63242521462072,8.35209031936065,3.24225726237399e-13,1.27315479254537e-11,19.640042911581
"C10orf54",-0.706425601378427,7.60024016305135,-8.33213904676978,3.58615588562398e-13,1.40204601065465e-11,19.5411180666701
"LRP4",1.34694065334373,7.99530808192111,8.32720428993185,3.67667645964388e-13,1.43118627579094e-11,19.5166566580567
"EMP2",0.541878685013192,10.5390688140289,8.32610795584496,3.69709396549763e-13,1.43290399450651e-11,19.5112225336708
"MAP2K6",0.959259228350336,9.52563457391846,8.32179459304793,3.7785256130653e-13,1.4581525781799e-11,19.4898440684401
"NET1",0.519129189574448,10.9164165978056,8.31469936708636,3.916379614192e-13,1.50486466462923e-11,19.4546822357934
"ITPRIP",-0.642068732195643,8.00592244853998,-8.29951589177345,4.2284382673595e-13,1.61782939349015e-11,19.3794562626097
"C10orf99",1.72614975958542,11.774218352075,8.29661484909372,4.29082076603321e-13,1.6347114177998e-11,19.3650860897708
"GLIPR1",-1.12809314846797,8.09061186829541,-8.29313553099085,4.36684806153773e-13,1.65662672436218e-11,19.3478527072178
"BST2",-1.0319248003782,9.08086004367902,-8.28827608973065,4.47528297040637e-13,1.69059951198516e-11,19.3237857343222
"KLF7",-0.777022296719895,7.72865702563027,-8.28589239422712,4.52944948265565e-13,1.70387232009311e-11,19.3119811696931
"TFPI2",-2.43910387924275,6.66905076902352,-8.27923598667972,4.68418975228422e-13,1.75470924067785e-11,19.279020646527
"GBP5",-1.41501250716994,8.37336853922687,-8.27354315088557,4.82069900627306e-13,1.79832159179845e-11,19.2508354450072
"FAM49A",-0.925958461919494,8.39008223676852,-8.27198535253492,4.85873913144442e-13,1.80499134621668e-11,19.243123438757
"ATP2C2",0.963993547396063,9.6369549767044,8.26387057342074,5.06178235977778e-13,1.86218631534347e-11,19.2029550737302
"COL6A3",-1.09243409403618,11.5157425569386,-8.26342745124178,5.07311003123607e-13,1.86218631534347e-11,19.2007618256378
"ARSE",0.854717940975916,8.8584286709718,8.26323306499471,5.0780871498564e-13,1.86218631534347e-11,19.1997997115272
"FAM3D",0.792450657070412,12.0958905022214,8.26253903932976,5.09589687545126e-13,1.86218631534347e-11,19.1963646692516
"IL1R1",-0.861166815503869,10.0525046996579,-8.26163293075931,5.11924260317292e-13,1.86311296854500e-11,19.1918800177862
"FFAR4",0.872612130649145,9.09161027861542,8.25982420063444,5.16616316033854e-13,1.87257727832028e-11,19.182928256739
"C3AR1",-1.05538479507506,8.59370788898695,-8.25053439845891,5.41398397962932e-13,1.95449187780731e-11,19.1369571667934
"GYG1",-0.643151522694366,9.82277672645607,-8.24407929006333,5.59312018077932e-13,2.01105240877579e-11,19.105019620077
"FTH1P5",-0.387548671724483,12.8039904781176,-8.24182156689107,5.65715751157218e-13,2.02594124804423e-11,19.0938503688458
"SLC31A2",-0.609350614438287,8.86463751170854,-8.23261977012786,5.92579315005273e-13,2.11369028176981e-11,19.048334060328
"TDP2",0.596250762854752,11.763408554751,8.22705570139084,6.09435261651753e-13,2.16518805459053e-11,19.0208164588891
"HECW2",-0.79000513616492,6.50490444574987,-8.22429793026988,6.1796581789902e-13,2.18681737851776e-11,19.0071790104737
"IFI16",-0.716959221525617,10.7095164534705,-8.21484886735139,6.48106012685618e-13,2.27458904955324e-11,18.9604593131877
"PREX1",-1.07019792975802,8.38312260249698,-8.21431546045928,6.49850434247438e-13,2.27458904955324e-11,18.9578222671515
"IL17RA",-0.640726894512055,8.70486482062436,-8.21415054679608,6.50390703323611e-13,2.27458904955324e-11,18.9570069772416
"PIGZ",0.92245419085989,8.67536271536835,8.18290616443736,7.61251549765533e-13,2.65193973737386e-11,18.8026019277155
"HGF",-1.18664483180221,7.65000319204103,-8.17854025797953,7.7817220712332e-13,2.70037820557174e-11,18.7810356952062
"STS",0.964835621355907,10.1098803820266,8.16261778522241,8.43116309887028e-13,2.91444800093381e-11,18.7024033968342
"C4orf19",0.764004607845299,9.69475353881371,8.15955407310356,8.56217920177495e-13,2.94835347667274e-11,18.6872770010954
"SPARC",-0.921576227426694,11.6160869786995,-8.1391456226359,9.48816047617522e-13,3.25469351506501e-11,18.5865446245808
"NUPR1",0.938791661158884,9.76601065299324,8.13134048862305,9.86807902612264e-13,3.37209585957542e-11,18.5480337073436
